Time,Pressure (mbar),Temp
17400,1000,25
17450,1000,25
17500,1000,25
17550,1000,25
17600,1000,25
17650,1000,25
17700,1000,25
17750,1000,25
17800,1000,25
17850,1000,25
17900,1000,25
17950,1000,25
18000,1000,25
18050,1000,25
18100,1000,25
18150,1000,25
18200,1000,25
18250,1000,25
18300,1000,25
18350,1000,25
18400,1000,25
18450,1000,25
18500,1000,25
18550,1000,25
18600,1000,25
18650,1000,25
18700,1000,25
18750,1000,25
18800,1000,25
18850,1000,25
18900,1000,25
18950,1000,25
19000,1000,25
19050,1000,25
19100,1000,25
19150,1000,25
19200,1000,25
19250,1000,25
19300,1000,25
19350,1000,25
19400,1000,25
19450,1000,25
19500,1000,25
19550,1000,25
19600,1000,25
19650,1000,25
19700,1000,25
19750,1000,25
19800,1000,25
19850,1000,25
19900,1000,25
19950,1000,25
20000,1000,25
20050,1000,25
20100,1000,25
20150,1000,25
20200,1000,25
20250,1000,25
20300,1000,25
20350,1000,25
20400,1000,25
20450,1000,25
20500,1000,25
20550,1000,25
20600,1000,25
20650,1000,25
20700,1000,25
20750,1000,25
20800,1000,25
20850,1000,25
20900,1000,25
20950,1000,25
21000,1000,25
21050,1000,25
21100,1000,25
21150,1000,25
21200,1000,25
21250,1000,25
21300,1000,25
21350,1000,25
21400,1000,25
21450,1000,25
21500,1000,25
21550,1000,25
21600,1000,25
21650,1000,25
21700,1000,25
21750,1000,25
21800,1000,25
21850,1000,25
21900,1000,25
21950,1000,25
22000,1000,25
22050,1000,25
22100,1000,25
22150,1000,25
22200,1000,25
22250,1000,25
22300,1000,25
22350,1000,25
22400,1000,25
22450,1000,25
22500,1000,25
22550,1000,25
22600,1000,25
22650,1000,25
22700,1000,25
22750,1000,25
22800,1000,25
22850,1000,25
22900,1000,25
22950,1000,25
23000,1000,25
23050,1000,25
23100,1000,25
23150,1000,25
23200,1000,25
23250,1000,25
23300,1000,25
23350,1000,25
23400,1000,25
23450,1000,25
23500,1000,25
23550,1000,25
23600,1000,25
23650,1000,25
23700,1000,25
23750,1000,25
23800,1000,25
23850,1000,25
23900,1000,25
23950,1000,25
24000,1000,25
24050,1000,25
24100,1000,25
24150,1000,25
24200,1000,25
24250,1000,25
24300,1000,25
24350,1000,25
24400,1000,25
24450,1000,25
24500,1000,25
24550,1000,25
24600,1000,25
24650,1000,25
24700,1000,25
24750,1000,25
24800,1000,25
24850,1000,25
24900,1000,25
24950,1000,25
25000,1000,25
25050,1000,25
25100,1000,25
25150,1000,25
25200,1000,25
25250,1000,25
25300,1000,25
25350,1000,25
25400,1000,25
25450,1000,25
25500,1000,25
25550,1000,25
25600,1000,25
25650,1000,25
25700,1000,25
25750,1000,25
25800,1000,25
25850,1000,25
25900,1000,25
25950,1000,25
26000,1000,25
26050,1000,25
26100,1000,25
26150,1000,25
26200,1000,25
26250,1000,25
26300,1000,25
26350,1000,25
26400,1000,25
26450,1000,25
26500,1000,25
26550,1000,25
26600,1000,25
26650,1000,25
26700,1000,25
26750,1000,25
26800,1000,25
26850,1000,25
26900,1000,25
26950,1000,25
27000,1000,25
27050,1000,25
27100,1000,25
27150,1000,25
27200,1000,25
27250,1000,25
27300,1000,25
27350,1000,25
27400,1000,25
27450,1000,25
27500,1000,25
27550,1000,25
27600,1000,25
27650,1000,25
27700,1000,25
27750,1000,25
27800,1000,25
27850,1000,25
27900,1000,25
27950,1000,25
28000,1000,25
28050,1000,25
28100,1000,25
28150,1000,25
28200,1000,25
28250,1000,25
28300,1000,25
28350,1000,25
28400,1000,25
28450,1000,25
28500,1000,25
28550,1000,25
28600,1000,25
28650,1000,25
28700,1000,25
28750,1000,25
28800,1000,25
28850,1000,25
28900,1000,25
28950,1000,25
29000,1000,25
29050,1000,25
29100,1000,25
29150,1000,25
29200,1000,25
29250,1000,25
29300,1000,25
29350,1000,25
29400,1000,25
29450,1000,25
29500,1000,25
29550,1000,25
29600,1000,25
29650,1000,25
29700,1000,25
29750,1000,25
29800,1000,25
29850,1000,25
29900,1000,25
29950,1000,25
30000,1000,25
30050,1000,25
30100,1000,25
30150,1000,25
30200,1000,25
30250,1000,25
30300,1000,25
30350,1000,25
30400,1000,25
30450,1000,25
30500,1000,25
30550,1000,25
30600,1000,25
30650,1000,25
30700,1000,25
30750,1000,25
30800,1000,25
30850,1000,25
30900,1000,25
30950,1000,25
31000,1000,25
31050,1000,25
31100,1000,25
31150,1000,25
31200,1000,25
31250,1000,25
31300,1000,25
31350,1000,25
31400,1000,25
31450,1000,25
31500,1000,25
31550,1000,25
31600,1000,25
31650,1000,25
31700,1000,25
31750,1000,25
31800,1000,25
31850,1000,25
31900,1000,25
31950,1000,25
32000,1000,25
32050,1000,25
32100,1000,25
32150,1000,25
32200,1000,25
32250,1000,25
32300,1000,25
32350,1000,25
32400,1000,25
32450,1000,25
32500,1000,25
32550,1000,25
32600,1000,25
32650,1000,25
32700,1000,25
32750,1000,25
32800,1000,25
32850,1000,25
32900,1000,25
32950,1000,25
33000,1000,25
33050,1000,25
33100,1000,25
33150,1000,25
33200,1000,25
33250,1000,25
33300,1000,25
33350,1000,25
33400,1000,25
33450,1000,25
33500,1000,25
33550,1000,25
33600,1000,25
33650,1000,25
33700,1000,25
33750,1000,25
33800,1000,25
33850,1000,25
33900,1000,25
33950,1000,25
34000,1000,25
34050,1000,25
34100,1000,25
34150,1000,25
34200,1000,25
34250,1000,25
34300,1000,25
34350,1000,25
34400,1000,25
34450,1000,25
34500,1000,25
34550,1000,25
34600,1000,25
34650,1000,25
34700,1000,25
34750,1000,25
34800,1000,25
34850,1000,25
34900,1000,25
34950,1000,25
35000,1000,25
35050,1000,25
35100,1000,25
35150,1000,25
35200,1000,25
35250,1000,25
35300,1000,25
35350,1000,25
35400,1000,25
35450,1000,25
35500,1000,25
35550,1000,25
35600,1000,25
35650,1000,25
35700,1000,25
35750,1000,25
35800,1000,25
35850,1000,25
35900,1000,25
35950,1000,25
36000,1000,25
36050,1000,25
36100,1000,25
36150,1000,25
36200,1000,25
36250,1000,25
36300,1000,25
36350,1000,25
36400,1000,25
36450,1000,25
36500,1000,25
36550,1000,25
36600,1000,25
36650,1000,25
36700,1000,25
36750,1000,25
36800,1000,25
36850,1000,25
36900,1000,25
36950,1000,25
37000,1000,25
37050,1000,25
37100,1000,25
37150,1000,25
37200,1000,25
37250,1000,25
37300,1000,25
37350,1000,25
37400,1000,25
37450,1000,25
37500,1000,25
37550,1000,25
37600,1000,25
37650,1000,25
37700,1000,25
37750,1000,25
37800,1000,25
37850,1000,25
37900,1000,25
37950,1000,25
38000,1000,25
38050,1000,25
38100,1000,25
38150,1000,25
38200,1000,25
38250,1000,25
38300,1000,25
38350,1000,25
38400,1000,25
38450,1000,25
38500,1000,25
38550,1000,25
38600,1000,25
38650,1000,25
38700,1000,25
38750,1000,25
38800,1000,25
38850,1000,25
38900,1000,25
38950,1000,25
39000,1000,25
39050,1000,25
39100,1000,25
39150,1000,25
39200,1000,25
39250,1000,25
39300,1000,25
39350,1000,25
39400,1000,25
39450,1000,25
39500,1000,25
39550,1000,25
39600,1000,25
39650,1000,25
39700,1000,25
39750,1000,25
39800,1000,25
39850,1000,25
39900,1000,25
39950,1000,25
40000,1000,25
40050,1000,25
40100,1000,25
40150,1000,25
40200,1000,25
40250,1000,25
40300,1000,25
40350,1000,25
40400,1000,25
40450,1000,25
40500,1000,25
40550,1000,25
40600,1000,25
40650,1000,25
40700,1000,25
40750,1000,25
40800,1000,25
40850,1000,25
40900,1000,25
40950,1000,25
41000,1000,25
41050,1000,25
41100,1000,25
41150,1000,25
41200,1000,25
41250,1000,25
41300,1000,25
41350,1000,25
41400,1000,25
41450,1000,25
41500,1000,25
41550,1000,25
41600,1000,25
41650,1000,25
41700,1000,25
41750,1000,25
41800,1000,25
41850,1000,25
41900,1000,25
41950,1000,25
42000,1000,25
42050,1000,25
42100,1000,25
42150,1000,25
42200,1000,25
42250,1000,25
42300,1000,25
42350,1000,25
42400,1000,25
42450,1000,25
42500,1000,25
42550,1000,25
42600,1000,25
42650,1000,25
42700,1000,25
42750,1000,25
42800,1000,25
42850,1000,25
42900,1000,25
42950,1000,25
43000,1000,25
43050,1000,25
43100,1000,25
43150,1000,25
43200,1000,25
43250,1000,25
43300,1000,25
43350,1000,25
43400,1000,25
43450,1000,25
43500,1000,25
43550,1000,25
43600,1000,25
43650,1000,25
43700,1000,25
43750,1000,25
43800,1000,25
43850,1000,25
43900,1000,25
43950,1000,25
44000,1000,25
44050,1000,25
44100,1000,25
44150,1000,25
44200,1000,25
44250,1000,25
44300,1000,25
44350,1000,25
44400,1000,25
44450,1000,25
44500,1000,25
44550,1000,25
44600,1000,25
44650,1000,25
44700,1000,25
44750,1000,25
44800,1000,25
44850,1000,25
44900,1000,25
44950,1000,25
45000,1000,25
45050,1000,25
45100,1000,25
45150,1000,25
45200,1000,25
45250,1000,25
45300,1000,25
45350,1000,25
45400,1000,25
45450,1000,25
45500,1000,25
45550,1000,25
45600,1000,25
45650,1000,25
45700,1000,25
45750,1000,25
45800,1000,25
45850,1000,25
45900,1000,25
45950,1000,25
46000,1000,25
46050,1000,25
46100,1000,25
46150,1000,25
46200,1000,25
46250,1000,25
46300,1000,25
46350,1000,25
46400,1000,25
46450,1000,25
46500,1000,25
46550,1000,25
46600,1000,25
46650,1000,25
46700,1000,25
46750,1000,25
46800,1000,25
46850,1000,25
46900,1000,25
46950,1000,25
47000,1000,25
47050,1000,25
47100,1000,25
47150,1000,25
47200,1000,25
47250,1000,25
47300,1000,25
47350,1000,25
47400,1000,25
47450,1000,25
47500,1000,25
47550,1000,25
47600,1000,25
47650,1000,25
47700,1000,25
47750,1000,25
47800,1000,25
47850,1000,25
47900,1000,25
47950,1000,25
48000,1000,25
48050,1000,25
48100,1000,25
48150,1000,25
48200,1000,25
48250,1000,25
48300,1000,25
48350,1000,25
48400,1000,25
48450,1000,25
48500,1000,25
48550,1000,25
48600,1000,25
48650,1000,25
48700,1000,25
48750,1000,25
48800,1000,25
48850,1000,25
48900,1000,25
48950,1000,25
49000,1000,25
49050,1000,25
49100,1000,25
49150,1000,25
49200,1000,25
49250,1000,25
49300,1000,25
49350,1000,25
49400,1000,25
49450,1000,25
49500,1000,25
49550,1000,25
49600,1000,25
49650,1000,25
49700,1000,25
49750,1000,25
49800,1000,25
49850,1000,25
49900,1000,25
49950,1000,25
50000,1000,25
50050,1000,25
50100,1000,25
50150,1000,25
50200,1000,25
50250,1000,25
50300,1000,25
50350,1000,25
50400,1000,25
50450,1000,25
50500,1000,25
50550,1000,25
50600,1000,25
50650,1000,25
50700,1000,25
50750,1000,25
50800,1000,25
50850,1000,25
50900,1000,25
50950,1000,25
51000,1000,25
51050,1000,25
51100,1000,25
51150,1000,25
51200,1000,25
51250,1000,25
51300,1000,25
51350,1000,25
51400,1000,25
51450,1000,25
51500,1000,25
51550,1000,25
51600,1000,25
51650,1000,25
51700,1000,25
51750,1000,25
51800,1000,25
51850,1000,25
51900,1000,25
51950,1000,25
52000,1000,25
52050,1000,25
52100,1000,25
52150,1000,25
52200,1000,25
52250,1000,25
52300,1000,25
52350,1000,25
52400,1000,25
52450,1000,25
52500,1000,25
52550,1000,25
52600,1000,25
52650,1000,25
52700,1000,25
52750,1000,25
52800,1000,25
52850,1000,25
52900,1000,25
52950,1000,25
53000,1000,25
53050,1000,25
53100,1000,25
53150,1000,25
53200,1000,25
53250,1000,25
53300,1000,25
53350,1000,25
53400,1000,25
53450,1000,25
53500,1000,25
53550,1000,25
53600,1000,25
53650,1000,25
53700,1000,25
53750,1000,25
53800,1000,25
53850,1000,25
53900,1000,25
53950,1000,25
54000,1000,25
54050,1000,25
54100,1000,25
54150,1000,25
54200,1000,25
54250,1000,25
54300,1000,25
54350,1000,25
54400,1000,25
54450,1000,25
54500,1000,25
54550,1000,25
54600,1000,25
54650,1000,25
54700,1000,25
54750,1000,25
54800,1000,25
54850,1000,25
54900,1000,25
54950,1000,25
55000,1000,25
55050,1000,25
55100,1000,25
55150,1000,25
55200,1000,25
55250,1000,25
55300,1000,25
55350,1000,25
55400,1000,25
55450,1000,25
55500,1000,25
55550,1000,25
55600,1000,25
55650,1000,25
55700,1000,25
55750,1000,25
55800,1000,25
55850,1000,25
55900,1000,25
55950,1000,25
56000,1000,25
56050,1000,25
56100,1000,25
56150,1000,25
56200,1000,25
56250,1000,25
56300,1000,25
56350,1000,25
56400,1000,25
56450,1000,25
56500,1000,25
56550,1000,25
56600,1000,25
56650,1000,25
56700,1000,25
56750,1000,25
56800,1000,25
56850,1000,25
56900,1000,25
56950,1000,25
57000,1000,25
57050,1000,25
57100,1000,25
57150,1000,25
57200,1000,25
57250,1000,25
57300,1000,25
57350,1000,25
57400,1000,25
57450,1000,25
57500,1000,25
57550,1000,25
57600,1000,25
57650,1000,25
57700,1000,25
57750,1000,25
57800,1000,25
57850,1000,25
57900,1000,25
57950,1000,25
58000,1000,25
58050,1000,25
58100,1000,25
58150,1000,25
58200,1000,25
58250,1000,25
58300,1000,25
58350,1000,25
58400,1000,25
58450,1000,25
58500,1000,25
58550,1000,25
58600,1000,25
58650,1000,25
58700,1000,25
58750,1000,25
58800,1000,25
58850,1000,25
58900,1000,25
58950,1000,25
59000,1000,25
59050,1000,25
59100,1000,25
59150,1000,25
59200,1000,25
59250,1000,25
59300,1000,25
59350,1000,25
59400,1000,25
59450,1000,25
59500,1000,25
59550,1000,25
59600,1000,25
59650,1000,25
59700,1000,25
59750,1000,25
59800,1000,25
59850,1000,25
59900,1000,25
59950,1000,25
60000,1000,25
60050,1000,25
60100,1000,25
60150,1000,25
60200,1000,25
60250,1000,25
60300,1000,25
60350,1000,25
60400,1000,25
60450,1000,25
60500,1000,25
60550,1000,25
60600,1000,25
60650,1000,25
60700,1000,25
60750,1000,25
60800,1000,25
60850,1000,25
60900,1000,25
60950,1000,25
61000,1000,25
61050,1000,25
61100,1000,25
61150,1000,25
61200,1000,25
61250,1000,25
61300,1000,25
61350,1000,25
61400,1000,25
61450,1000,25
61500,1000,25
61550,1000,25
61600,1000,25
61650,1000,25
61700,1000,25
61750,1000,25
61800,1000,25
61850,1000,25
61900,1000,25
61950,1000,25
62000,1000,25
62050,1000,25
62100,1000,25
62150,1000,25
62200,1000,25
62250,1000,25
62300,1000,25
62350,1000,25
62400,1000,25
62450,1000,25
62500,1000,25
62550,1000,25
62600,1000,25
62650,1000,25
62700,1000,25
62750,1000,25
62800,1000,25
62850,1000,25
62900,1000,25
62950,1000,25
63000,1000,25
63050,1000,25
63100,1000,25
63150,1000,25
63200,1000,25
63250,1000,25
63300,1000,25
63350,1000,25
63400,1000,25
63450,1000,25
63500,1000,25
63550,1000,25
63600,1000,25
63650,1000,25
63700,1000,25
63750,1000,25
63800,1000,25
63850,1000,25
63900,1000,25
63950,1000,25
64000,1000,25
64050,1000,25
64100,1000,25
64150,1000,25
64200,1000,25
64250,1000,25
64300,1000,25
64350,1000,25
64400,1000,25
64450,1000,25
64500,1000,25
64550,1000,25
64600,1000,25
64650,1000,25
64700,1000,25
64750,1000,25
64800,1000,25
64850,1000,25
64900,1000,25
64950,1000,25
65000,1000,25
65050,1000,25
65100,1000,25
65150,1000,25
65200,1000,25
65250,1000,25
65300,1000,25
65350,1000,25
65400,1000,25
65450,1000,25
65500,1000,25
65550,1000,25
65600,1000,25
65650,1000,25
65700,1000,25
65750,1000,25
65800,1000,25
65850,1000,25
65900,1000,25
65950,1000,25
66000,1000,25
66050,1000,25
66100,1000,25
66150,1000,25
66200,1000,25
66250,1000,25
66300,1000,25
66350,1000,25
66400,1000,25
66450,1000,25
66500,1000,25
66550,1000,25
66600,1000,25
66650,1000,25
66700,1000,25
66750,1000,25
66800,1000,25
66850,1000,25
66900,1000,25
66950,1000,25
67000,1000,25
67050,1000,25
67100,1000,25
67150,1000,25
67200,1000,25
67250,1000,25
67300,1000,25
67350,1000,25
67400,1000,25
67450,1000,25
67500,1000,25
67550,1000,25
67600,1000,25
67650,1000,25
67700,1000,25
67750,1000,25
67800,1000,25
67850,1000,25
67900,1000,25
67950,1000,25
68000,1000,25
68050,1000,25
68100,1000,25
68150,1000,25
68200,1000,25
68250,1000,25
68300,1000,25
68350,1000,25
68400,1000,25
68450,1000,25
68500,1000,25
68550,1000,25
68600,1000,25
68650,1000,25
68700,1000,25
68750,1000,25
68800,1000,25
68850,1000,25
68900,1000,25
68950,1000,25
69000,1000,25
69050,1000,25
69100,1000,25
69150,1000,25
69200,1000,25
69250,1000,25
69300,1000,25
69350,1000,25
69400,1000,25
69450,1000,25
69500,1000,25
69550,1000,25
69600,1000,25
69650,1000,25
69700,1000,25
69750,1000,25
69800,1000,25
69850,1000,25
69900,1000,25
69950,1000,25
70000,1000,25
70050,1000,25
70100,1000,25
70150,1000,25
70200,1000,25
70250,1000,25
70300,1000,25
70350,1000,25
70400,1000,25
70450,1000,25
70500,1000,25
70550,1000,25
70600,1000,25
70650,1000,25
70700,1000,25
70750,1000,25
70800,1000,25
70850,1000,25
70900,1000,25
70950,1000,25
71000,1000,25
71050,1000,25
71100,1000,25
71150,1000,25
71200,1000,25
71250,1000,25
71300,1000,25
71350,1000,25
71400,1000,25
71450,1000,25
71500,1000,25
71550,1000,25
71600,1000,25
71650,1000,25
71700,1000,25
71750,1000,25
71800,1000,25
71850,1000,25
71900,1000,25
71950,1000,25
72000,1000,25
72050,1000,25
72100,1000,25
72150,1000,25
72200,1000,25
72250,1000,25
72300,1000,25
72350,1000,25
72400,1000,25
72450,1000,25
72500,1000,25
72550,1000,25
72600,1000,25
72650,1000,25
72700,1000,25
72750,1000,25
72800,1000,25
72850,1000,25
72900,1000,25
72950,1000,25
73000,1000,25
73050,1000,25
73100,1000,25
73150,1000,25
73200,1000,25
73250,1000,25
73300,1000,25
73350,1000,25
73400,1000,25
73450,1000,25
73500,1000,25
73550,1000,25
73600,1000,25
73650,1000,25
73700,1000,25
73750,1000,25
73800,1000,25
73850,1000,25
73900,1000,25
73950,1000,25
74000,1000,25
74050,1000,25
74100,1000,25
74150,1000,25
74200,1000,25
74250,1000,25
74300,1000,25
74350,1000,25
74400,1000,25
74450,1000,25
74500,1000,25
74550,1000,25
74600,1000,25
74650,1000,25
74700,1000,25
74750,1000,25
74800,1000,25
74850,1000,25
74900,1000,25
74950,1000,25
75000,1000,25
75050,1000,25
75100,1000,25
75150,1000,25
75200,1000,25
75250,1000,25
75300,1000,25
75350,1000,25
75400,1000,25
75450,1000,25
75500,1000,25
75550,1000,25
75600,1000,25
75650,1000,25
75700,1000,25
75750,1000,25
75800,1000,25
75850,1000,25
75900,1000,25
75950,1000,25
76000,1000,25
76050,1000,25
76100,1000,25
76150,1000,25
76200,1000,25
76250,1000,25
76300,1000,25
76350,1000,25
76400,1000,25
76450,1000,25
76500,1000,25
76550,1000,25
76600,1000,25
76650,1000,25
76700,1000,25
76750,1000,25
76800,1000,25
76850,1000,25
76900,1000,25
76950,1000,25
77000,1000,25
77050,1000,25
77100,1000,25
77150,1000,25
77200,1000,25
77250,1000,25
77300,1000,25
77350,1000,25
77400,1000,25
77450,1000,25
77500,1000,25
77550,1000,25
77600,1000,25
77650,1000,25
77700,1000,25
77750,1000,25
77800,1000,25
77850,1000,25
77900,1000,25
77950,1000,25
78000,1000,25
78050,1000,25
78100,1000,25
78150,1000,25
78200,1000,25
78250,1000,25
78300,1000,25
78350,1000,25
78400,1000,25
78450,1000,25
78500,1000,25
78550,1000,25
78600,1000,25
78650,1000,25
78700,1000,25
78750,1000,25
78800,1000,25
78850,1000,25
78900,1000,25
78950,1000,25
79000,1000,25
79050,1000,25
79100,1000,25
79150,1000,25
79200,1000,25
79250,1000,25
79300,1000,25
79350,1000,25
79400,1000,25
79450,1000,25
79500,1000,25
79550,1000,25
79600,1000,25
79650,1000,25
79700,1000,25
79750,1000,25
79800,1000,25
79850,1000,25
79900,1000,25
79950,1000,25
80000,1000,25
80050,1000,25
80100,1000,25
80150,1000,25
80200,1000,25
80250,1000,25
80300,1000,25
80350,1000,25
80400,1000,25
80450,1000,25
80500,1000,25
80550,1000,25
80600,1000,25
80650,1000,25
80700,1000,25
80750,1000,25
80800,1000,25
80850,1000,25
80900,1000,25
80950,1000,25
81000,1000,25
81050,1000,25
81100,1000,25
81150,1000,25
81200,1000,25
81250,1000,25
81300,1000,25
81350,1000,25
81400,1000,25
81450,1000,25
81500,1000,25
81550,1000,25
81600,1000,25
81650,1000,25
81700,1000,25
81750,1000,25
81800,1000,25
81850,1000,25
81900,1000,25
81950,1000,25
82000,1000,25
82050,1000,25
82100,1000,25
82150,1000,25
82200,1000,25
82250,1000,25
82300,1000,25
82350,1000,25
82400,1000,25
82450,1000,25
82500,1000,25
82550,1000,25
82600,1000,25
82650,1000,25
82700,1000,25
82750,1000,25
82800,1000,25
82850,1000,25
82900,1000,25
82950,1000,25
83000,1000,25
83050,1000,25
83100,1000,25
83150,1000,25
83200,1000,25
83250,1000,25
83300,1000,25
83350,1000,25
83400,1000,25
83450,1000,25
83500,1000,25
83550,1000,25
83600,1000,25
83650,1000,25
83700,1000,25
83750,1000,25
83800,1000,25
83850,1000,25
83900,1000,25
83950,1000,25
84000,1000,25
84050,1000,25
84100,1000,25
84150,1000,25
84200,1000,25
84250,1000,25
84300,1000,25
84350,1000,25
84400,1000,25
84450,1000,25
84500,1000,25
84550,1000,25
84600,1000,25
84650,1000,25
84700,1000,25
84750,1000,25
84800,1000,25
84850,1000,25
84900,1000,25
84950,1000,25
85000,1000,25
85050,1000,25
85100,1000,25
85150,1000,25
85200,1000,25
85250,1000,25
85300,1000,25
85350,1000,25
85400,1000,25
85450,1000,25
85500,1000,25
85550,1000,25
85600,1000,25
85650,1000,25
85700,1000,25
85750,1000,25
85800,1000,25
85850,1000,25
85900,1000,25
85950,1000,25
86000,1000,25
86050,1000,25
86100,1000,25
86150,1000,25
86200,1000,25
86250,1000,25
86300,1000,25
86350,1000,25
86400,1000,25
86450,1000,25
86500,1000,25
86550,1000,25
86600,1000,25
86650,1000,25
86700,1000,25
86750,1000,25
86800,1000,25
86850,1000,25
86900,1000,25
86950,1000,25
87000,1000,25
87050,1000,25
87100,1000,25
87150,1000,25
87200,1000,25
87250,1000,25
87300,1000,25
87350,1000,25
